yr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
1960,0.1050919,0.013068372,0.013068372,0.013068372,0.013068372,0.003234229,0.003234229,0.003234229,0.003234229,0.003234229,0.002447914,0.002447914,0.002447914,0.002447914,0.002447914,0.003580128,0.003580128,0.003580128,0.003580128,0.003580128,0.004891253,0.004891253,0.004891253,0.004891253,0.004891253,0.005419909,0.005419909,0.005419909,0.005419909,0.005419909,0.006171086,0.006171086,0.006171086,0.006171086,0.006171086,0.007239152,0.007239152,0.007239152,0.007239152,0.007239152,0.008748101,0.008748101,0.008748101,0.008748101,0.008748101,0.010851353,0.010851353,0.010851353,0.010851353,0.010851353,0.014660084,0.014660084,0.014660084,0.014660084,0.014660084,0.019829097,0.019829097,0.019829097,0.019829097,0.019829097,0.028571516,0.028571516,0.028571516,0.028571516,0.028571516,0.04048373,0.04048373,0.04048373,0.04048373,0.04048373,0.058673288,0.058673288,0.058673288,0.058673288,0.058673288,0.083337034,0.083337034,0.083337034,0.083337034,0.083337034,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594
1961,0.1050919,0.013068372,0.013068372,0.013068372,0.013068372,0.003234229,0.003234229,0.003234229,0.003234229,0.003234229,0.002447914,0.002447914,0.002447914,0.002447914,0.002447914,0.003580128,0.003580128,0.003580128,0.003580128,0.003580128,0.004891253,0.004891253,0.004891253,0.004891253,0.004891253,0.005419909,0.005419909,0.005419909,0.005419909,0.005419909,0.006171086,0.006171086,0.006171086,0.006171086,0.006171086,0.007239152,0.007239152,0.007239152,0.007239152,0.007239152,0.008748101,0.008748101,0.008748101,0.008748101,0.008748101,0.010851353,0.010851353,0.010851353,0.010851353,0.010851353,0.014660084,0.014660084,0.014660084,0.014660084,0.014660084,0.019829097,0.019829097,0.019829097,0.019829097,0.019829097,0.028571516,0.028571516,0.028571516,0.028571516,0.028571516,0.04048373,0.04048373,0.04048373,0.04048373,0.04048373,0.058673288,0.058673288,0.058673288,0.058673288,0.058673288,0.083337034,0.083337034,0.083337034,0.083337034,0.083337034,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594
1962,0.1050919,0.013068372,0.013068372,0.013068372,0.013068372,0.003234229,0.003234229,0.003234229,0.003234229,0.003234229,0.002447914,0.002447914,0.002447914,0.002447914,0.002447914,0.003580128,0.003580128,0.003580128,0.003580128,0.003580128,0.004891253,0.004891253,0.004891253,0.004891253,0.004891253,0.005419909,0.005419909,0.005419909,0.005419909,0.005419909,0.006171086,0.006171086,0.006171086,0.006171086,0.006171086,0.007239152,0.007239152,0.007239152,0.007239152,0.007239152,0.008748101,0.008748101,0.008748101,0.008748101,0.008748101,0.010851353,0.010851353,0.010851353,0.010851353,0.010851353,0.014660084,0.014660084,0.014660084,0.014660084,0.014660084,0.019829097,0.019829097,0.019829097,0.019829097,0.019829097,0.028571516,0.028571516,0.028571516,0.028571516,0.028571516,0.04048373,0.04048373,0.04048373,0.04048373,0.04048373,0.058673288,0.058673288,0.058673288,0.058673288,0.058673288,0.083337034,0.083337034,0.083337034,0.083337034,0.083337034,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594
1963,0.1050919,0.013068372,0.013068372,0.013068372,0.013068372,0.003234229,0.003234229,0.003234229,0.003234229,0.003234229,0.002447914,0.002447914,0.002447914,0.002447914,0.002447914,0.003580128,0.003580128,0.003580128,0.003580128,0.003580128,0.004891253,0.004891253,0.004891253,0.004891253,0.004891253,0.005419909,0.005419909,0.005419909,0.005419909,0.005419909,0.006171086,0.006171086,0.006171086,0.006171086,0.006171086,0.007239152,0.007239152,0.007239152,0.007239152,0.007239152,0.008748101,0.008748101,0.008748101,0.008748101,0.008748101,0.010851353,0.010851353,0.010851353,0.010851353,0.010851353,0.014660084,0.014660084,0.014660084,0.014660084,0.014660084,0.019829097,0.019829097,0.019829097,0.019829097,0.019829097,0.028571516,0.028571516,0.028571516,0.028571516,0.028571516,0.04048373,0.04048373,0.04048373,0.04048373,0.04048373,0.058673288,0.058673288,0.058673288,0.058673288,0.058673288,0.083337034,0.083337034,0.083337034,0.083337034,0.083337034,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594
1964,0.1050919,0.013068372,0.013068372,0.013068372,0.013068372,0.003234229,0.003234229,0.003234229,0.003234229,0.003234229,0.002447914,0.002447914,0.002447914,0.002447914,0.002447914,0.003580128,0.003580128,0.003580128,0.003580128,0.003580128,0.004891253,0.004891253,0.004891253,0.004891253,0.004891253,0.005419909,0.005419909,0.005419909,0.005419909,0.005419909,0.006171086,0.006171086,0.006171086,0.006171086,0.006171086,0.007239152,0.007239152,0.007239152,0.007239152,0.007239152,0.008748101,0.008748101,0.008748101,0.008748101,0.008748101,0.010851353,0.010851353,0.010851353,0.010851353,0.010851353,0.014660084,0.014660084,0.014660084,0.014660084,0.014660084,0.019829097,0.019829097,0.019829097,0.019829097,0.019829097,0.028571516,0.028571516,0.028571516,0.028571516,0.028571516,0.04048373,0.04048373,0.04048373,0.04048373,0.04048373,0.058673288,0.058673288,0.058673288,0.058673288,0.058673288,0.083337034,0.083337034,0.083337034,0.083337034,0.083337034,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594,0.113225594
1965,0.095633577,0.011398114,0.011398114,0.011398114,0.011398114,0.002884421,0.002884421,0.002884421,0.002884421,0.002884421,0.00219295,0.00219295,0.00219295,0.00219295,0.00219295,0.003236691,0.003236691,0.003236691,0.003236691,0.003236691,0.004432334,0.004432334,0.004432334,0.004432334,0.004432334,0.00490204,0.00490204,0.00490204,0.00490204,0.00490204,0.005586879,0.005586879,0.005586879,0.005586879,0.005586879,0.00660062,0.00660062,0.00660062,0.00660062,0.00660062,0.008068511,0.008068511,0.008068511,0.008068511,0.008068511,0.010144303,0.010144303,0.010144303,0.010144303,0.010144303,0.013841986,0.013841986,0.013841986,0.013841986,0.013841986,0.018942734,0.018942734,0.018942734,0.018942734,0.018942734,0.027480262,0.027480262,0.027480262,0.027480262,0.027480262,0.039258062,0.039258062,0.039258062,0.039258062,0.039258062,0.05728891,0.05728891,0.05728891,0.05728891,0.05728891,0.081909804,0.081909804,0.081909804,0.081909804,0.081909804,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394
1966,0.095633577,0.011398114,0.011398114,0.011398114,0.011398114,0.002884421,0.002884421,0.002884421,0.002884421,0.002884421,0.00219295,0.00219295,0.00219295,0.00219295,0.00219295,0.003236691,0.003236691,0.003236691,0.003236691,0.003236691,0.004432334,0.004432334,0.004432334,0.004432334,0.004432334,0.00490204,0.00490204,0.00490204,0.00490204,0.00490204,0.005586879,0.005586879,0.005586879,0.005586879,0.005586879,0.00660062,0.00660062,0.00660062,0.00660062,0.00660062,0.008068511,0.008068511,0.008068511,0.008068511,0.008068511,0.010144303,0.010144303,0.010144303,0.010144303,0.010144303,0.013841986,0.013841986,0.013841986,0.013841986,0.013841986,0.018942734,0.018942734,0.018942734,0.018942734,0.018942734,0.027480262,0.027480262,0.027480262,0.027480262,0.027480262,0.039258062,0.039258062,0.039258062,0.039258062,0.039258062,0.05728891,0.05728891,0.05728891,0.05728891,0.05728891,0.081909804,0.081909804,0.081909804,0.081909804,0.081909804,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394
1967,0.095633577,0.011398114,0.011398114,0.011398114,0.011398114,0.002884421,0.002884421,0.002884421,0.002884421,0.002884421,0.00219295,0.00219295,0.00219295,0.00219295,0.00219295,0.003236691,0.003236691,0.003236691,0.003236691,0.003236691,0.004432334,0.004432334,0.004432334,0.004432334,0.004432334,0.00490204,0.00490204,0.00490204,0.00490204,0.00490204,0.005586879,0.005586879,0.005586879,0.005586879,0.005586879,0.00660062,0.00660062,0.00660062,0.00660062,0.00660062,0.008068511,0.008068511,0.008068511,0.008068511,0.008068511,0.010144303,0.010144303,0.010144303,0.010144303,0.010144303,0.013841986,0.013841986,0.013841986,0.013841986,0.013841986,0.018942734,0.018942734,0.018942734,0.018942734,0.018942734,0.027480262,0.027480262,0.027480262,0.027480262,0.027480262,0.039258062,0.039258062,0.039258062,0.039258062,0.039258062,0.05728891,0.05728891,0.05728891,0.05728891,0.05728891,0.081909804,0.081909804,0.081909804,0.081909804,0.081909804,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394
1968,0.095633577,0.011398114,0.011398114,0.011398114,0.011398114,0.002884421,0.002884421,0.002884421,0.002884421,0.002884421,0.00219295,0.00219295,0.00219295,0.00219295,0.00219295,0.003236691,0.003236691,0.003236691,0.003236691,0.003236691,0.004432334,0.004432334,0.004432334,0.004432334,0.004432334,0.00490204,0.00490204,0.00490204,0.00490204,0.00490204,0.005586879,0.005586879,0.005586879,0.005586879,0.005586879,0.00660062,0.00660062,0.00660062,0.00660062,0.00660062,0.008068511,0.008068511,0.008068511,0.008068511,0.008068511,0.010144303,0.010144303,0.010144303,0.010144303,0.010144303,0.013841986,0.013841986,0.013841986,0.013841986,0.013841986,0.018942734,0.018942734,0.018942734,0.018942734,0.018942734,0.027480262,0.027480262,0.027480262,0.027480262,0.027480262,0.039258062,0.039258062,0.039258062,0.039258062,0.039258062,0.05728891,0.05728891,0.05728891,0.05728891,0.05728891,0.081909804,0.081909804,0.081909804,0.081909804,0.081909804,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394
1969,0.095633577,0.011398114,0.011398114,0.011398114,0.011398114,0.002884421,0.002884421,0.002884421,0.002884421,0.002884421,0.00219295,0.00219295,0.00219295,0.00219295,0.00219295,0.003236691,0.003236691,0.003236691,0.003236691,0.003236691,0.004432334,0.004432334,0.004432334,0.004432334,0.004432334,0.00490204,0.00490204,0.00490204,0.00490204,0.00490204,0.005586879,0.005586879,0.005586879,0.005586879,0.005586879,0.00660062,0.00660062,0.00660062,0.00660062,0.00660062,0.008068511,0.008068511,0.008068511,0.008068511,0.008068511,0.010144303,0.010144303,0.010144303,0.010144303,0.010144303,0.013841986,0.013841986,0.013841986,0.013841986,0.013841986,0.018942734,0.018942734,0.018942734,0.018942734,0.018942734,0.027480262,0.027480262,0.027480262,0.027480262,0.027480262,0.039258062,0.039258062,0.039258062,0.039258062,0.039258062,0.05728891,0.05728891,0.05728891,0.05728891,0.05728891,0.081909804,0.081909804,0.081909804,0.081909804,0.081909804,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394,0.111658394
1970,0.082869841,0.008461603,0.008461603,0.008461603,0.008461603,0.001379555,0.001379555,0.001379555,0.001379555,0.001379555,0.001152294,0.001152294,0.001152294,0.001152294,0.001152294,0.002241542,0.002241542,0.002241542,0.002241542,0.002241542,0.003213934,0.003213934,0.003213934,0.003213934,0.003213934,0.003872536,0.003872536,0.003872536,0.003872536,0.003872536,0.004646156,0.004646156,0.004646156,0.004646156,0.004646156,0.006085229,0.006085229,0.006085229,0.006085229,0.006085229,0.00838377,0.00838377,0.00838377,0.00838377,0.00838377,0.011694285,0.011694285,0.011694285,0.011694285,0.011694285,0.015999036,0.015999036,0.015999036,0.015999036,0.015999036,0.02254981,0.02254981,0.02254981,0.02254981,0.02254981,0.033158866,0.033158866,0.033158866,0.033158866,0.033158866,0.046433268,0.046433268,0.046433268,0.046433268,0.046433268,0.062793086,0.062793086,0.062793086,0.062793086,0.062793086,0.081806152,0.081806152,0.081806152,0.081806152,0.081806152,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196
1971,0.082869841,0.008461603,0.008461603,0.008461603,0.008461603,0.001379555,0.001379555,0.001379555,0.001379555,0.001379555,0.001152294,0.001152294,0.001152294,0.001152294,0.001152294,0.002241542,0.002241542,0.002241542,0.002241542,0.002241542,0.003213934,0.003213934,0.003213934,0.003213934,0.003213934,0.003872536,0.003872536,0.003872536,0.003872536,0.003872536,0.004646156,0.004646156,0.004646156,0.004646156,0.004646156,0.006085229,0.006085229,0.006085229,0.006085229,0.006085229,0.00838377,0.00838377,0.00838377,0.00838377,0.00838377,0.011694285,0.011694285,0.011694285,0.011694285,0.011694285,0.015999036,0.015999036,0.015999036,0.015999036,0.015999036,0.02254981,0.02254981,0.02254981,0.02254981,0.02254981,0.033158866,0.033158866,0.033158866,0.033158866,0.033158866,0.046433268,0.046433268,0.046433268,0.046433268,0.046433268,0.062793086,0.062793086,0.062793086,0.062793086,0.062793086,0.081806152,0.081806152,0.081806152,0.081806152,0.081806152,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196,0.105419196
