"rmort","rmortTB","CDRscaleO","fchild","vchild","rchild","w","pchild","pelderly","padult","n","uiscaleC","relderly","radult","x","fadult","felderly","vadult","CDRscale","e","nelderly","velderly","uiscaleA","uiscaleE","neta","CDRscaleE","fHadult","vHratio","pHadult","pHchild","rHadult","xH","alpha","fHchild","vHchild","rHchild","rmortTBH","p0"
-0.25,-0.41189319227388,-0.027971215153291,0.0546291922005809,0.000271696386161737,0.00672929989322002,0.0134705811809259,0.173368708551226,0.126096985213843,0.126096985213843,0.223537934170273,1.96235311824105,0.00819798247709147,0.00819798247709147,0.273377471501161,0.677411148859252,0.677411148859252,0.000293600289450125,0.117119420587403,0.728006171416752,0.223537934170273,0.000293600289450125,1.27196573147269,1.27196573147269,10.5779367455965,0.117119420587403,0.3482152670304,14.3742217627911,0.779057593459728,1.07111370375818,0.577765548859723,0.889291756764483,-0.174527864466311,0.0280814964173741,0.00390542410683772,0.474257862481713,-0.490789129925427,13628.428
-0.25,-0.0460907846268112,1.14657633514517,0.104547802696986,0.000214796843086101,0.0124675862813369,0.0180866584262963,0.152482066231221,0.116183654230522,0.116183654230522,0.222775577848871,1.72075220679535,0.0102498290834502,0.0102498290834502,0.312660308616731,0.360582417349479,0.360582417349479,0.000298705813506968,0.615884308839695,0.481070936795221,0.222775577848871,0.000298705813506968,0.528224665723514,0.528224665723514,18.7298046070284,0.615884308839695,0.302307967454239,13.9873177498579,0.654792733553332,0.859364853228832,0.631131583263399,0.787702404372242,-0.137554756089038,0.0876516219716285,0.00300443169591166,0.767689627324447,0.268851015871332,13628.428
-0.25,-0.452600910376233,-0.26624717024685,0.0715275078821908,0.000214166518813476,0.00945335467293767,0.0142364247031859,0.178314430335926,0.130047960799572,0.130047960799572,0.183339866196439,1.8131395646578,0.00978334850587152,0.00978334850587152,0.264210676234742,0.332921342492636,0.332921342492636,0.00021816625532052,0.353994995693069,0.696849496752284,0.183339866196439,0.00021816625532052,0.958889843269235,0.958889843269235,15.5387600573696,0.353994995693069,0.327116515778722,12.4512374908532,0.592717669913537,0.812701045144089,0.502055442780722,0.978064357649032,-0.0032567238596089,0.0702803520662689,0.00266663818833586,0.485121036344206,-0.106369701020146,13628.428
-0.25,-0.259800987115857,1.79549495554903,0.111503701791683,0.000245197063287452,0.0144507401762531,0.0192304616171833,0.198196261133441,0.121652218875722,0.121652218875722,0.231502253207937,0.839811806153939,0.0114899350716286,0.0114899350716286,0.329988855616125,0.445247263041938,0.445247263041938,0.000291427407296724,0.310308812252724,0.600395797278627,0.231502253207937,0.000291427407296724,0.703401989299574,0.703401989299574,10.58246025782,0.310308812252724,0.226735394908905,11.8739125616735,0.724849731384312,1.18092795981562,0.636244289780035,0.68890354590708,0.0987968671141949,0.0567815637693445,0.00291144848985432,0.800196072729659,0.469495805229841,13628.428
-0.25,-0.264545464215502,1.85215541305161,0.0962313590788312,0.00024882920110292,0.0139535343254451,0.017509306559359,0.171627737615398,0.104424561080024,0.104424561080024,0.232032735148771,0.811491441220479,0.0119746998669133,0.0119746998669133,0.317277327741059,0.43944089230351,0.43944089230351,0.000297827805647976,0.00926662603999799,0.682165817132115,0.232032735148771,0.000297827805647976,0.591499649487206,0.591499649487206,10.8304288654255,0.00926662603999799,0.257502030053034,13.0563678160573,0.758348757419737,1.246389548716,0.608317245128564,0.724450598771065,0.0265467996581282,0.0563893136746291,0.00324880557297541,0.708842447409885,0.637203818856217,13628.428
-0.25,0.206624045999362,1.5088479970852,0.0473193964537263,0.000165013327293763,0.0135918776619249,0.0137026352373617,0.165095865578531,0.119613045478672,0.119613045478672,0.240805064696212,1.75292745249948,0.0116417862881459,0.0116417862881459,0.308050046450021,0.402897208835611,0.402897208835611,0.000277392131458387,0.332674375243036,0.790899939965355,0.240805064696212,0.000277392131458387,0.603770959205691,0.603770959205691,17.0986107684338,0.332674375243036,0.244350043844246,14.3788727143359,0.716738381453323,0.989277908658306,0.649871864519316,0.934582650083894,-0.0725539562788054,0.0286983785059405,0.00237270562932608,0.758730547000985,0.713072953997036,13628.428
-0.25,-0.11978783107659,1.10021436312882,0.0755429544078118,0.000110590672165462,0.0128236790105668,0.0172358356391889,0.110523415656799,0.0917964073681478,0.0917964073681478,0.169901887749912,1.67691953988888,0.00503460045475359,0.00503460045475359,0.384601573139463,0.741438939898172,0.741438939898172,0.000121967473154829,0.308337080058418,0.656578873442938,0.169901887749912,0.000121967473154829,0.652522547386033,0.652522547386033,12.4926248318127,0.308337080058418,0.307158190310352,12.6640318182901,0.767295331321655,0.92382810249947,0.377803265395343,0.699576989779768,-0.0541728010775086,0.0312954120939314,0.0014005237911095,0.962306313701509,-0.20481260914237,13628.428
-0.25,0.00709256590932458,1.48954475463043,0.0950489802200377,0.000230957250351749,0.0148020311460365,0.0173250924223441,0.161784361989564,0.128820300781788,0.128820300781788,0.211827404499147,1.54250626835643,0.00913089497178059,0.00913089497178059,0.312065113017085,0.364791471264008,0.364791471264008,0.000298042304843084,0.464973005637539,0.544770175943047,0.211827404499147,0.000298042304843084,0.399959040829684,0.399959040829684,14.8739921192305,0.464973005637539,0.254884723787008,13.1317556499919,0.738187384309714,0.927083497511726,0.615192739253166,0.72043629617415,-0.182561475651263,0.0664120051537273,0.00303287417721318,0.99728472569049,0.508185072617734,13628.428
-0.25,0.294353376067728,1.1057240721807,0.0898202271368852,0.000257269280627103,0.0147042397104204,0.0160599347986434,0.15650819141483,0.111880148720615,0.111880148720615,0.235481286482513,0.802359179255055,0.0130923104838487,0.0130923104838487,0.347611046395572,0.444186404298207,0.444186404298207,0.000289092540647253,0.346061486514764,0.687618730261817,0.235481286482513,0.000289092540647253,0.411938005691165,0.411938005691165,14.1582792658957,0.346061486514764,0.19642989957421,13.8784154483918,0.79515144379344,1.11233061264309,0.647981881625018,0.802737011082783,-0.10682293456925,0.0397206623739571,0.00357048995865182,0.727761606874344,0.433439285850563,13628.428
-0.25,-0.0471793135202354,0.995888067098812,0.041977457353429,0.000108898317271577,0.0118855122901499,0.0190292438091305,0.167501706423146,0.112538362369187,0.112538362369187,0.23565012521306,1.5657822178085,0.0119302882396169,0.0119302882396169,0.283127934344981,0.386915716714838,0.386915716714838,0.000285230818601676,0.0863210813342766,0.777010378528284,0.23565012521306,0.000285230818601676,0.89233089725091,0.89233089725091,19.2201490526685,0.0863210813342766,0.257767364191591,13.4312095024447,0.667695486282463,0.993795635273671,0.593326519160996,0.701798648703689,0.00294409965870725,0.0279658283962476,0.00146263611373824,0.591099686270978,0.0206023938288405,13628.428
-0.25,0.138185915093886,1.29272932368976,0.0984198980782579,0.000159591364163281,0.0137105826358279,0.0190645702161612,0.120368123391403,0.0872701143660787,0.0872701143660787,0.153976896854707,1.7325782675776,0.00832420846801099,0.00832420846801099,0.375542615204339,0.724574971183566,0.724574971183566,0.000111516881793679,0.402925561984312,0.602722226020402,0.153976896854707,0.000111516881793679,0.591984108548058,0.591984108548058,14.0589790185524,0.402925561984312,0.283853705601467,11.0812172231677,0.769534589922986,1.06138779749103,0.358567114303822,0.700358784552251,-0.00310479753255303,0.0385561934727035,0.00176846657323497,0.590586368667383,-0.0702547074677678,13628.428
-0.25,0.0523048179513948,1.00056434486241,0.0679895679186496,0.000107097708848612,0.0134418980046609,0.0188754884095555,0.120397604506036,0.0929925884138066,0.0929925884138066,0.16433101348312,1.66204132992917,0.00641055594244819,0.00641055594244819,0.389338345358555,0.727260325367926,0.727260325367926,0.000114926599007041,0.357910784507413,0.616394167069798,0.16433101348312,0.000114926599007041,0.612501940905494,0.612501940905494,13.5463288466523,0.357910784507413,0.31152061851679,12.0834455965464,0.778154320463071,1.00747723789422,0.437604972732488,0.679840158926842,-0.110905641771437,0.0291232059716607,0.00129410933838696,0.917586783831431,-0.0614996104745448,13628.428
-0.25,-0.148962739127207,1.30637491505268,0.0320589767962724,0.000195410053884344,0.0149006038757507,0.0158214771130927,0.160398438034813,0.111067910162606,0.111067910162606,0.239826564791472,1.93004857589162,0.0128054229504448,0.0128054229504448,0.352390253068629,0.432164234220663,0.432164234220663,0.00027836976911442,0.177900973436438,0.795131453325869,0.239826564791472,0.00027836976911442,0.512635691161967,0.512635691161967,13.0679186625305,0.177900973436438,0.234046961563314,12.9151473626082,0.650121004909742,0.938870584388232,0.616108977718279,0.919329440819412,-0.0931065343407179,0.0173621635384226,0.00252374964205151,0.716914689721742,0.648240724612068,13628.428
