"rmort","rmortTB","CDRscaleO","fchild","vchild","rchild","w","pchild","pelderly","padult","n","uiscaleC","relderly","radult","x","fadult","felderly","vadult","CDRscale","e","nelderly","velderly","uiscaleA","uiscaleE","neta","CDRscaleE","fHadult","vHratio","pHadult","pHchild","rHadult","xH","alpha","fHchild","vHchild","rHchild","rmortTBH","p0"
-0.25,-0.426163339502592,1.50647807663412,0.107160780163435,0.000127703260280013,0.00819760791910393,0.00823568724366309,0.124424283795126,0.0865037257611514,0.0865037257611514,0.196198155921624,1.82344132734489,0.0122790478600377,0.0122790478600377,0.391952390151309,0.404916805216248,0.404916805216248,0.000217477670121909,0.118252193421265,0.769979478090784,0.196198155921624,0.000217477670121909,0.960467854019109,0.960467854019109,16.2840652084336,0.118252193421265,0.330060884402617,12.8451469696557,0.753782753500448,1,0.331171341412686,0.86970705976814,0.0188543170035723,0.0873502443424851,0.00164036714680096,0.221093104440148,0.00873739087955192,13628.428
-0.25,-0.368628472869053,1.81292821018363,0.0154298909622705,0.000170191554964341,0.013016507512839,0.0081597562179708,0.133515455029648,0.0837024000925706,0.0837024000925706,0.227716022270937,1.78521382729549,0.0137176167857556,0.0137176167857556,0.326282656607615,0.424076268704278,0.424076268704278,0.000157847665321984,-0.00671564387748636,0.797042050169564,0.227716022270937,0.000157847665321984,0.879998147075849,0.879998147075849,19.2877683445703,-0.00671564387748636,0.323002232243559,10.420479239163,0.59433241900831,0.94803211467062,0.431865201028747,0.865426345992478,-0.0815281967374607,0.0117523417174837,0.00177347756518678,0.409792511448612,-0.165045641912044,13628.428
-0.25,-0.308475022810462,1.31744529189785,0.127362212992853,0.000292799359210387,0.0125323738286331,0.0084522643803482,0.113080669061362,0.0941436762797755,0.0941436762797755,0.176997744785689,1.46410186373135,0.00909574599425387,0.00909574599425387,0.308396828376105,0.630011263520864,0.630011263520864,0.00027803317024038,0.323741554101784,0.680095753431761,0.176997744785689,0.00027803317024038,1.42251018872426,1.42251018872426,17.0352161575429,0.323741554101784,0.392624612178652,13.1662123879234,0.344147630820801,0.413372898604972,0.646773321260116,0.957307527375921,0.0239758775559691,0.0793724531257967,0.00385505855041183,0.89114241421638,-0.398788518329083,13628.428
-0.25,-0.200566816067946,0.561073077530168,0.0434552824921903,0.000134162751236454,0.0143128971878152,0.0124660993266862,0.173577712258259,0.159980850203484,0.159980850203484,0.240533325864418,0.64745223597534,0.00574000963905699,0.00574000963905699,0.366171522333504,0.359848873636723,0.359848873636723,0.000245167740255975,0.0764891365189289,0.753713733989119,0.240533325864418,0.000245167740255975,0.521059418612786,0.521059418612786,11.3309865185655,0.0764891365189289,0.323006048774185,5.39331614151331,0.794280997503421,0.86178738431188,0.385441785873094,0.806480727418987,-0.161994189796313,0.0390061498715109,0.000723582131833402,0.961111391791289,0.673229404805063,13628.428
-0.25,-0.398344879077444,1.04446094630118,0.0868335953379342,0.000194657515658558,0.00548294402363724,0.0146542278965457,0.191597649233256,0.0938854630275175,0.0938854630275175,0.11909615434293,1.13301982681675,0.0136728465031538,0.0136728465031538,0.342680229335863,0.509708448605852,0.509708448605852,0.000118275712865047,0.439356374427417,0.646708245020681,0.11909615434293,0.000118275712865047,0.802816812848918,0.802816812848918,10.30619914436,0.439356374427417,0.28159883798507,13.8792024825629,0.698500792182548,1,0.494933022790703,0.845770018703868,0.0600921080578696,0.0479729924275525,0.00270169107457778,0.198472941152748,0.0476005614898669,13628.428
-0.25,0.0935433475373398,0.0498413501395617,0.0635444304445165,0.000105435083889947,0.00712426216605097,0.0154229424531208,0.143075856257315,0.0997857814382711,0.0997857814382711,0.20608880026008,1.02542094190625,0.00659264235326921,0.00659264235326921,0.399357121779344,0.477789143138211,0.477789143138211,0.00020365341987818,0.597167594501338,0.502058177590808,0.20608880026008,0.00020365341987818,0.383900338875127,0.383900338875127,15.8838569482485,0.597167594501338,0.35209523184914,11.8437522140271,0.706482807208009,1,0.596643888237231,0.912934819167785,-0.284925550486987,0.0468275415869202,0.0012487470082577,0.644756267942581,0.788745946470807,13628.428
-0.25,-0.432845004547521,1.45184873011535,0.11322119679437,0.000128585522081524,0.00804858829057357,0.0073194193013565,0.132535261579018,0.0900851377509297,0.0900851377509297,0.19458187519407,1.9000524989425,0.0117487182683034,0.0117487182683034,0.398666766253697,0.406352095891393,0.406352095891393,0.000225168996910536,0.0909855999808288,0.726762531220695,0.19458187519407,0.000225168996910536,0.940281485643092,0.940281485643092,15.827743112355,0.0909855999808288,0.337669096314692,12.7977055917017,0.762270556302568,1,0.322167766176848,0.921585224094912,0.00270411329603749,0.0940841688569534,0.0016455996549546,0.22070456123259,0.00175160336514103,13628.428
-0.25,-0.680201197784851,0.972184861947695,0.0444404163518641,0.000292972366694838,0.0105560725772073,0.00805524965363277,0.180353141041898,0.13269579596679,0.13269579596679,0.248985252322518,1.70763034444282,0.0130207545693852,0.0130207545693852,0.288763538038766,0.558876741818413,0.558876741818413,0.000257184057368867,0.230379320710896,0.753405734234883,0.248985252322518,0.000257184057368867,1.52423649486223,1.52423649486223,9.03010252495282,0.230379320710896,0.375882154118871,5.39714682487076,0.499841727433978,0.679358565278797,0.645997568022298,0.603395387320564,0.0271399878291895,0.0298891654963622,0.00158121487868192,0.523717513943188,-0.479850707091815,13628.428
-0.25,0.921031615211631,-0.15301437488524,0.106584311548155,0.000185428094954232,0.0125234524030238,0.0171383489442059,0.104016579655046,0.0991105467233806,0.0991105467233806,0.22424337242171,0.894291056290335,0.0133713572143113,0.0133713572143113,0.34303949898407,0.592806279922368,0.592806279922368,0.000262132267492825,0.147940108668999,0.756891537705437,0.22424337242171,0.000262132267492825,0.333965451484545,0.333965451484545,13.4185519855703,0.147940108668999,0.322494898382806,6.90815833979294,0.542413188018837,0.569262973949463,0.556156649524112,0.832603478634264,-0.147141890131499,0.0579833545731413,0.00128096664058999,0.520889631269878,0.853941488789661,13628.428
-0.25,-0.761856787770016,0.866201985237303,0.0404681684099203,0.00012483524471508,0.014867343166792,0.0110811898448659,0.171887301662331,0.097332957462504,0.097332957462504,0.159660487786883,1.23990760110028,0.0123320861537545,0.0123320861537545,0.287238530074546,0.386438395339446,0.386438395339446,0.000272003995532788,0.332605102361523,0.722408600268544,0.159660487786883,0.000272003995532788,1.06755873841583,1.06755873841583,9.39028309616837,0.332605102361523,0.348732451691586,11.2145321758882,0.376423646027302,0.664753712250599,0.340254352868388,0.834579362278478,0.0987991126970669,0.0365195688504583,0.00139996886854214,0.410204580556627,-0.181787485263762,13628.428
