"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61"
"1",0.544875682030545,0.544878580934233,0.5448846432548,0.544897320246228,0.544923825705899,0.544979228657175,0.545094966759465,0.545336451202399,0.545839019964519,0.546879424525601,0.549009828161081,0.553276174154324,0.561451506838996,0.575872000874471,0.597945757162586,0.625345421429515,0.651721605025655,0.671579501452386,0.683937560932252,0.690740216661635,0.694233774926812,0.695964063254344,0.696805656918137,0.697211391897115,0.697406163212903,0.697499470356727,0.697544126059781,0.69756548767778,0.697575703971404,0.697580589434316,0.697582925557084,0.69758404261293,0.697584576745408,0.697584832145255,0.697584954266468,0.697585012659501,0.697585040580482,0.697585053931064,0.697585060314723,0.697585063367106,0.697585064826621,0.697585065524496,0.697585065858189,0.697585066017747,0.69758506609404,0.69758506613052,0.697585066147963,0.697585066156304,0.697585066160292,0.697585066162199,0.697585066163111,0.697585066163547,0.697585066163755,0.697585066163855,0.697585066163902,0.697585066163925,0.697585066163936,0.697585066163941,0.697585066163944,0.697585066163945,0.697585066163945
