1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0.024563333,0.004731667
2000,0.112176667,0.024835333
2001,0.280823333,0.067206333
2002,0.50638,0.123754
2003,0.872676667,0.228668667
2004,1.667583333,0.514704
2005,3.19468,1.099884333
2006,5.891553333,2.53169
2007,9.78025,4.954642667
2008,18.5591,8.639340667
2009,21.83404,16.252798
2010,25.85538,25.91918133
2011,26.61397333,37.141894
2012,37.39054667,45.622996
2013,47.41154,52.77540333
2014,51.69770333,58.743686
2015,56.07795667,62.241784
2016,60.45271,65.17552667
2017,69.80625667,67.78294667
2018,74.86146,72.23428533
2019,79.91179333,76.900494
2020,84.95742333,81.35892767
2021,88.31967,85.75810767
2022,90,88.58800667
2023,90,90
2024,90,90
2025,90,90
2026,90,90
2027,90,90
2028,90,90
2029,90,90
2030,90,90
2031,90,90
2032,90,90
2033,90,90
2034,90,90
2035,90,90
2036,90,90
2037,90,90
2038,90,90
2039,90,90
2040,90,90
2041,90,90
2042,90,90
2043,90,90
2044,90,90
2045,90,90
2046,90,90
2047,90,90
2048,90,90
2049,90,90
2050,90,90
